,Recipients,professional career,professional career Telugu
4258,Veerangowda Patil,,
4259,Veerendra Heggade,,
4260,Veerendra Raj Mehta,,
4261,Veernala Jayarama Rao,,
4262,Vellayani Arjunan,,
4263,Vellore Ponnurangam Appadurai,,
4264,Vempati Chinna Satyam,,
4265,Veni Shankar Jha,,
4266,Venkatarama Narayana Swamy,,
4267,Venkatarama Ramalingam Pillai,,
4268,Venkataraman Krishnamurthy,,
4269,Venkataraman Krishnan Vengurlekar,,
4270,Venkatasan Padmanabhan,,
4271,Venkatesh Kumar,,
4272,Venkateswara Rao Yadlapalli,,
4273,Venkatraman Ramakrishnan,,
4274,Vennelakanti Raghavaiah,,
4275,Venu Srinivasan,,
4276,Vera Hingorani,,
4277,Verghese Kurien,,
4278,Verna Elizabeth Watre Ingty,,
4279,Verrier Elwin,,
4280,Vidya Balan,,
4281,Vidya Dehejia,,
4282,Vidya Niwas Mishra,,
4283,Vidyaben Shah,,
4284,Vijay Amritraj,,
4285,Vijay Bhatkar,,
4286,Vijay Dutt Shridhar,,
4287,Vijay Ghate,,
4288,Vijay Hazare,,
4289,Vijay Kelkar,,
4290,Vijay Kichlu,,
4291,Vijay Kumar,,
4292,Vijay Kumar Chopra,,
4293,Vijay Kumar Dada,,
4294,Vijay P. Bhatkar,,
4295,Vijay Prakash Singh,,
4296,Vijay Prasad Dimri,,
4297,Vijay Raghav Rao,,
4298,Vijay Sankeshwar,,
4299,Vijay Shankar Vyas,,
4300,Vijay Sharma,,
4301,Vijay Singh,,
4302,Vijay Tendulkar,,
4303,Vijaya Anand,,
4304,Vijaya Lakshmi Pandit,,
4305,Vijaya Mehta,,
4306,Vijayakumar Swarupchand Shah,,
4307,Vijayalakshmi Navaneethakrishnan,,
4308,Vijayalakshmi Ravindranath,,
4309,Vijayasarathi Sribhashyam,,
4310,Vijaydan Detha,,
4311,Vijayendra Nath Kaul,,
4312,Vijaypal Singh,,
4313,Vijaypat Singhania,,
4314,Vijender Singh,"''' Early fights '''
Singh turned professional as he signed a multi-year agreement with Frank Warren's Queensberry Promotions through IOS Sports and Entertainment. On 10 October 2015 Singh fought his first professional boxing match. He defeated his opponent Sonny Whiting by TKO. On 7 November, Singh knocked British boxer Dean Gillen in round 1 at the National Stadium in Dublin. In his third pro fight, Singh fought on the undercard of Lee-Saunders on 19 December. Singh defeated Bulgarian Samet Hyuseinov via technical knockout. On 21 March 2016 Singh knocked out Hungary's Alexander Horvath in round 3 on the Flanagan-Matthews undercard. Singh defeated French boxer Matiouze Royer at the Copper Box Arena on 30 April via 5th-round TKO. The fight was halted due to Royer suffering a cut above his left eye. On 13 May, Singh fought at Bolton's Macron Stadium against Polish Andrej Soldra","''' ప్రారంభ పోరాటాలు '''ఐఓఎస్ స్పోర్ట్స్ అండ్ ఎంటర్టైన్మెంట్ ద్వారా ఫ్రాంక్ వారెన్, క్వీన్స్బెర్రీ ప్రమోషన్స్తో బహుళ-సంవత్సరాల ఒప్పందంపై సంతకం చేయడంతో సింగ్ ప్రొఫెషనల్గా మారాడు. 10 అక్టోబర్ 2015న సింగ్ తన మొదటి ప్రొఫెషనల్ బాక్సింగ్ మ్యాచ్లో పోరాడాడు. ఇతను TKO ద్వారా తన ప్రత్యర్థి సోనీ వైటింగ్ను ఓడించాడు. నవంబర్ 7న, డబ్లిన్లోని నేషనల్ స్టేడియంలో బ్రిటీష్ బాక్సర్ డీన్ గిల్లెన్ను సింగ్ రౌండ్ 1లో పడగొట్టాడు. అతని మూడవ ప్రో ఫైట్లో, సింగ్ డిసెంబర్ 19న లీ-సాండర్స్ అండర్ కార్డ్పై పోరాడాడు. సింగ్ టెక్నికల్ నాకౌట్ ద్వారా బల్గేరియన్ సమేత్ హ్యూసినోవ్ను ఓడించాడు. 21 మార్చి 2016న, సింగ్ హంగేరీకి చెందిన అలెగ్జాండర్ హోర్వత్ను 3వ రౌండ్లో ఫ్లానాగన్-మాథ్యూస్ అండర్కార్డ్లో పడగొట్టాడు. 5వ రౌండ్ TKO ద్వారా ఏప్రిల్ 30న కాపర్ బాక్స్ ఎరీనాలో ఫ్రెంచ్ బాక్సర్ మాటియోజ్ రోయర్ను సింగ్ ఓడించాడు. రోయర్ ఎడమ కన్నుపై కోతకు గురికావడంతో పోరాటం ఆగిపోయింది. మే 13న, సింగ్ బోల్టన్, మాక్రాన్ స్టేడియంలో పోలిష్ ఆండ్రెజ్ సోల్డ్రాతో పోరాడాడు. "
4315,Vikas Gowda,,
4316,Vikas Mahatme,,
4317,Vikram Chandra Thakur,,
4318,Vikram Marwah,,
4319,Vikram Pandit,"''' Early career and Morgan Stanley (1983–2005) '''
During his early professional years, he taught economics at Columbia, then had a stint as a professor at Brock University in St. Catharines, Canada.He joined Morgan Stanley as an associate in 1983, one of the first Indians to join the company. In 1990, Vikram Pandit was chosen as the managing director and head of the US Equity Syndicate unit of Morgan Stanley and by 1994, he had risen to become managing director (MD) and head of its worldwide Institutional securities division.
He was instrumental in building Morgan Stanley's electronic trading platform and prime brokerage division and in 2000, ultimately rose to the post of president and chief operating officer of its worldwide operations of the Institutional securities and Investment banking businesses.In 2005, after more than two decades with Morgan Stanley, Vikram Pandit decided to leave the firm along with John Havens after being passed over by Philip J. Purcell.


''' Post Morgan Stanley and joining Citigroup (2006 – 2012) '''
In March 2006, Pandit and John Havens, along with Guru Ramakrishnan (former global head of trading, technology and new products in the equities group at Morgan Stanley), started the hedge fund Old Lane LLC. Citi bought the company in 2007 for $800 million, bringing both Pandit and Havens into Citi leadership. Citi named Pandit chairman and CEO of Citi Alternative Investments (CAI) unit and he later led Citi's Institutional Clients Group","''' ప్రారంభ వృత్తి, మోర్గాన్ స్టాన్లీ (1983–2005) '''తన వృత్తిపరమైన ప్రారంభ సంవత్సరాల్లో, ఇతను కొలంబియాలో ఆర్థిక శాస్త్రాన్ని బోధించాడు, ఆ తర్వాత సెయింట్లోని బ్రాక్ విశ్వవిద్యాలయంలో ప్రొఫెసర్గా పనిచేశాడు. కాథరిన్స్, కెనడా. ఇతను 1983లో మోర్గాన్ స్టాన్లీలో అసోసియేట్గా చేరాడు, కంపెనీలో చేరిన మొదటి భారతీయుల్లో ఒకరు. 1990లో, విక్రమ్ పండిట్ మోర్గాన్ స్టాన్లీ, US ఈక్విటీ సిండికేట్ యూనిట్కు మేనేజింగ్ డైరెక్టర్గా, అధిపతిగా ఎంపికయ్యాడు, 1994 నాటికి ఇతను మేనేజింగ్ డైరెక్టర్ (MD), దాని ప్రపంచవ్యాప్త సంస్థాగత సెక్యూరిటీల విభాగానికి అధిపతిగా ఎదిగాడు. ఇతను మోర్గాన్ స్టాన్లీ, ఎలక్ట్రానిక్ ట్రేడింగ్ ప్లాట్ఫారమ్, ప్రైమ్ బ్రోకరేజ్ విభాగాన్ని నిర్మించడంలో కీలక పాత్ర పోషించాడు, 2000లో, సంస్థాగత సెక్యూరిటీలు, ఇన్వెస్ట్మెంట్ బ్యాంకింగ్ వ్యాపారాల, ప్రపంచవ్యాప్తంగా కార్యకలాపాలకు అధ్యక్షుడిగా, చీఫ్ ఆపరేటింగ్ ఆఫీసర్గా ఎదిగాడు. 2005లో, మోర్గాన్ స్టాన్లీతో రెండు దశాబ్దాలకు పైగా తర్వాత, విక్రమ్ పండిట్ ఫిలిప్ J ద్వారా పాస్ అయిన తర్వాత జాన్ హెవెన్స్తో కలిసి సంస్థను విడిచిపెట్టాలని నిర్ణయించుకున్నాడు. పర్సెల్. ''' పోస్ట్ మోర్గాన్ స్టాన్లీ, సిటీ గ్రూప్లో చేరడం (2006 – 2012) '''మార్చి 2006లో, పండిట్, జాన్ హెవెన్స్, గురు రామకృష్ణన్తో పాటు (మోర్గాన్ స్టాన్లీలోని ఈక్విటీస్ గ్రూప్లోని మాజీ గ్లోబల్ హెడ్ ట్రేడింగ్, టెక్నాలజీ, కొత్త ఉత్పత్తులు), హెడ్జ్ ఫండ్ ఓల్డ్ లేన్ LLCని ప్రారంభించింది. సిటీ 2007లో $800 మిలియన్లకు కంపెనీని కొనుగోలు చేసింది, పండిట్, హేవెన్స్ ఇద్దరినీ సిటీ నాయకత్వంలోకి తీసుకువచ్చింది. సిటీ పండిట్ను సిటీ ఆల్టర్నేటివ్ ఇన్వెస్ట్మెంట్స్ (CAI) యూనిట్కు చైర్మన్, CEOగా నియమించారు, ఇతను తర్వాత సిటీ, ఇన్స్టిట్యూషనల్ క్లయింట్స్ గ్రూప్కి నాయకత్వం వహించాడు. "
4320,Vikram Sarabhai,,
4321,Vikram Seth,,
4322,Vikramjit Sahney,,
4323,Vilayanur S. Ramachandran,,
4324,Vimla Dang,,
4325,Vinay Chandra Maudgalya,,
4326,Vinayak Pandurang Karmarkar,,
4327,Vinayak Sitaram Sarwate,,
4328,Vinayak Vishnu Khedekar,,
4329,Vinayaka Krishna Gokak,,
4330,Vinayakrao Patwardhan,,
4331,Vinjamuri Venkata Lakshmi Narasimha Rao,,
4332,Vinod Dua,,
4333,Vinod K. Singh,,
4334,Vinod Prakash Sharma,,
4335,Vinod Rai,,
4336,Vinoo Mankad,,
4337,Vipin Buckshey,,
4338,Vir Singh,,
4339,Vir Vati,,
4340,Virander Singh Chauhan,,
4341,Virat Kohli,,
4342,Virender Lal Chopra,,
4343,Virender Sehwag,,
4344,Virender Singh,,
4345,Virendra Dayal,,
4346,Virendra Kumar Sharma,,
4347,Virendra Prabhakar,,
4348,Virendra Singh Sethi,,
4349,Virendra Verma,,
4350,Viresh Pratap Chaudhry,,
4351,Vishnu Bhikaji Kolte,,
4352,Vishnu Madav Ghatage,,
4353,Vishnu Namdeo Adarkar,,
4354,Vishnu Pandya,,
4355,Vishnu Prabhakar,,
4356,Vishnu Sakharam Khandekar,,
4357,Vishnu Vaman Shirwadkar (Kusumagraj),,
4358,Vishnukant Jha,,
4359,Vishnunarayanan Namboothiri,,
4360,Vishveshwar Nath Langer,,
4361,Vishwa Gopal Jhingran,,
4362,Vishwa Kumar Gupta,,
4363,Vishwa Mohan Bhatt,,
4364,Vishwanath Hari Salaskar,,
4365,Vishwesha Teertha,,
4366,Vishweshwaraiah Prakash,,
4367,Viswanatha Satyanarayana,,
4368,Viswanathan Anand,,
4369,Vithal Nagesh Shirodkar,,
4370,Vithalbhai Chhotabhai Patel,,
4371,Vithalbhai Jhaveri,,
4372,Vithaldas Hakamohand Shah,,
4373,Vithalrao Vikhe Patil,,
4374,Vitthal Laxman Phadke,,
4375,Vivek,,
4376,Vivekananda Mukhopadhyaya,,
4377,Vrindavan Lal Verma,,
4378,Vulimiri Ramalingaswami,,
4379,Vuppuluri Ganapathi Sastry,,
4380,Vyjayanthimala,,
4381,W. D. Amaradeva,,
4382,Waheeda Rehman,,
4383,Wahiduddin Khan,,
4384,Waikhom Gojen Meitei,,
4385,Walter Sisulu,,
4386,Waman Bapuji Metre,,
4387,Waman Dattatreya Patwardhan,,
4388,Waman Kendre,,
4389,Waman Thakre,,
4390,Wareppa Naba Nil,,
4391,Wasifuddin Dagar,,
4392,Wayan Dibia,,
4393,Weer Rajendra Rishi,,
4394,Wendell Rodricks,,
4395,William Mark Tully,,
4396,Wilson Jones,,
4397,Wing Sultan Singh Yadav,,
4398,Wng Keshavamurthy Ramachandra Rao,,
4399,Y. Venugopal Reddy,,
4400,Yadla Gopalrao,,
4401,Yagnaswami Sundara Rajan,,
4402,Yamini Krishnamurthy,,
4403,Yamunabai Vinayakarao Khadilkar,,
4404,Yamunabai Waikar,,
4405,Yarlagadda Lakshmi Prasad,,
4406,Yarlagadda Nayudamma,,
4407,Yash Chopra,,
4408,Yash Gulati,,
4409,Yash Pal,,
4410,Yashodhar Mathpal,,
4411,Yashodhara Dasappa,,
4412,Yashpal,,
4413,Yashpal Jain,,
4414,Yashwant Dinkar Pendharkar,,
4415,Yazdi Karanjia,,
4416,Yelavarthy Nayudamma,,
4417,Yella Venkateswara Rao,,
4418,Yeshe Dorjee Thongchi,,
4419,Yeshi Dhonden,,
4420,Yezdi Hirji Malegam,,
4421,Yog Raj Sharma,,
4422,Yogesh Chander Deveshwar,,
4423,Yogesh Kumar Chawla,,
4424,Yogesh Praveen,,
4425,Yogeshwar Dayal,,
4426,Yogeshwar Dutt,,
4427,Yogi Aereon,,
4428,Yoshio Sakurauchi,,
4429,Yoshiro Mori,,
4430,Yousuf Hussain Khan,,
4431,Yudhvir Singh,,
4432,Yuli Vorontsov,,
4433,Yumlembam Gambhini Devi,,
4434,Yusuf Hamied,,
4435,Yusufkhan Mohamadkhan Pathan,,
4436,Yuvraj Singh,,
4437,Zafar Futehally,,
4438,Zafar Iqbal,"Mr. Zafar Iqbal has made invaluable contribution to the Indian Hockey Team since he first donned the national colours against Holland in 1977, which the team went on to win. He played at the Asian Games in 1978 at Bangkok and was the captain of the team at New Delhi in 1982, winning the silver medal in both. The crowning glory of his illustrious career in hockey came to him in 1980 when he represented India at the Moscow Olympics and brought home the gold medal after a long hiatus. Further, he had the honour of carrying the Indian Tricolour of the Indian squad at the opening ceremony of the Los Angeles Olympics 1984. He also won the bronze medal for the country at the Champion's Trophy 1982 in Holland and won many other tournaments against Pakistan, Malaysia, Australia, New Zealand, West Germany and other European nations.","శ్రీ. జాఫర్ ఇక్బాల్ 1977లో హాలండ్పై తొలిసారి జాతీయ రంగులు ధరించి భారత హాకీ జట్టుకు అమూల్యమైన సహకారం అందించాడు, ఆ జట్టు విజయం సాధించింది. ఇతను 1978లో బ్యాంకాక్లో జరిగిన ఆసియా క్రీడల్లో ఆడాడు, 1982లో న్యూ ఢిల్లీలో జట్టుకు కెప్టెన్గా ఉన్నాడు, రెండింటిలోనూ రజత పతకాన్ని గెలుచుకున్నాడు. 1980లో మాస్కో ఒలింపిక్స్లో భారత్కు ప్రాతినిధ్యం వహించి సుదీర్ఘ విరామం తర్వాత స్వర్ణ పతకాన్ని అందించినప్పుడు హాకీలో అతని అత్యుత్తమ కెరీర్కు కిరీటం వచ్చింది. ఇంకా, ఇతను లాస్ ఏంజెల్స్ ఒలింపిక్స్ 1984 ప్రారంభ వేడుకలో భారత జట్టు, భారత త్రివర్ణ పతాకాన్ని మోసుకెళ్ళే గౌరవాన్ని పొందాడు. ఇతను హాలండ్లో జరిగిన 1982 ఛాంపియన్స్ ట్రోఫీలో దేశం కోసం కాంస్య పతకాన్ని కూడా గెలుచుకున్నాడు, పాకిస్తాన్, మలేషియా, ఆస్ట్రేలియా, న్యూజిలాండ్, పశ్చిమ జర్మనీ, ఇతర యూరోపియన్ దేశాలపై అనేక ఇతర టోర్నమెంట్లను గెలుచుకున్నాడు. "
4439,Zaheer Khan,,
4440,Zainulabedin Gulam Husain Rangoonwala,,
4441,Zakir Husain,,
4442,Zakir Hussain (musician),,
4443,Zal Sohrab Tarapore,,
4444,Zarina Currimbhoy,,
4445,Zaverilal Mehta,,
4446,Zehra Ali Yavar Jung,,
4447,Zohra Sehgal,,
4448,Zubin Mehta,,
